reader,pairwise_similarity
you,0.47280765
you,0.4411076
you,0.31766397
you,0.4017623
you,0.31887263
you,0.31052113
you,0.3181154
you,0.22978917
you,0.28044212
you,0.29550642
you,0.2859604
you,0.26017538
you,0.23725659
you,0.41406173
you,0.33979052
you,0.27003393
you,0.23486765
you,0.5181514
you,0.32146174
you,0.2765904
you,0.4057294
you,0.32733795
you,0.30000138
you,0.2964784
you,0.37898257
you,0.3962139
you,0.33115202
you,0.40628827
you,0.36573863
you,0.46048066
you,0.39749268
you,0.4137268
you,0.34156752
you,0.33366877
you,0.49585366
you,0.3246043
you,0.33120558
you,0.32904476
you,0.39540476
you,0.41764256
you,0.5295042
you,0.5201839
you,0.5387869
you,0.39764088
you,0.5371801
you,0.42457843
you,0.45755777
you,0.54073834
you,0.33488855
you,0.46335632
you,0.3876335
you,0.31715587
you,0.38053244
you,0.40935597
you,0.43803266
you,0.47950634
you,0.45430052
you,0.35978073
you,0.40943795
you,0.4124863
you,0.44778836
you,0.47409302
you,0.4845085
you,0.46800342
you,0.45214927
you,0.4791462
you,0.46714202
you,0.45631698
you,0.4392518
you,0.40028226
you,0.43197393
you,0.39160368
you,0.46556303
you,0.35115802
you,0.40496254
you,0.36383617
you,0.21025006
you,0.4928317
you,0.45350462
you,0.45159507
you,0.44617346
you,0.39796874
you,0.37934345
you,0.4301601
you,0.5026093
you,0.5437319
you,0.5433787
you,0.48099297
you,0.31104368
you,0.4457568
you,0.33647764
you,0.43682647
you,0.4179958
you,0.34141296
you,0.43502867
you,0.47646266
you,0.35809413
you,0.45722306
you,0.5102378
you,0.40786454
you,0.33237326
you,0.26526555
you,0.2577444
you,0.4750807
you,0.39182115
you,0.31596857
you,0.34303302
you,0.43588674
you,0.45970872
you,0.295129
you,0.2844521
you,0.4425704
you,0.29815227
you,0.2832324
you,0.3708645
you,0.33836824
you,0.39742392
you,0.30258924
you,0.3514279
you,0.5143063
you,0.18257603
you,0.30521297
you,0.22610432
you,0.3619424
you,0.30899328
you,0.36647367
you,0.33772963
you,0.3573865
you,0.35668465
you,0.31975287
you,0.26461846
you,0.40661168
you,0.45211732
you,0.33392474
you,0.33868724
you,0.34149414
you,0.47171986
you,0.31280366
you,0.5029209
you,0.40254828
you,0.49744153
you,0.2890013
you,0.40695667
you,0.4911787
you,0.29026347
you,0.48413754
you,0.4146211
you,0.38570988
you,0.47670573
you,0.49216384
you,0.32366
you,0.48398146
you,0.51815164
you,0.4757627
you,0.46837404
you,0.49102974
you,0.4619297
you,0.47359186
you,0.46567494
you,0.35019743
you,0.49214184
you,0.40354794
you,0.53787756
you,0.48918858
you,0.45562312
you,0.31902778
you,0.50127065
you,0.54408664
you,0.30211785
you,0.33470428
you,0.4434767
you,0.4305691
you,0.46886346
you,0.3633496
you,0.3704808
you,0.38675147
you,0.37862042
you,0.40354872
you,0.36110112
you,0.33472514
you,0.38382655
you,0.3317576
you,0.4001613
you,0.28420424
you,0.2825358
you,0.36795044
you,0.2692334
you,0.3945978
you,0.40556788
you,0.39500788
you,0.34362048
you,0.3960197
you,0.23378289
you,0.3636872
you,0.28857338
you,0.26162302
you,0.30618984
you,0.19367112
you,0.2610134
you,0.21254161
you,0.3372627
you,0.35330236
you,0.224052
you,0.2771336
you,0.3805787
you,0.35663682
you,0.2707461
you,0.37644792
you,0.33869526
you,0.30354583
you,0.28980523
you,0.35016108
you,0.3717175
you,0.3895442
you,0.4602493
you,0.46413332
you,0.47636116
you,0.5012731
you,0.4582613
you,0.5299463
you,0.47083145
you,0.36330718
you,0.30048805
you,0.40939057
you,0.4873855
you,0.5111431
you,0.5374124
you,0.5434902
you,0.36030057
you,0.5086469
you,0.36887223
you,0.43078083
you,0.45302624
you,0.361795
you,0.45280355
you,0.4030413
you,0.347706
you,0.4236004
you,0.511795
you,0.47456804
you,0.4701705
you,0.45863712
you,0.3330279
you,0.4615931
you,0.3385702
you,0.3713675
you,0.4480052
you,0.40838832
you,0.3842463
you,0.39065132
you,0.5517775
you,0.45432442
you,0.39402947
you,0.44505852
you,0.45736045
you,0.42994374
you,0.467395
you,0.38653946
you,0.50488234
you,0.43897974
you,0.46124655
you,0.38375083
you,0.567641
you,0.44204617
you,0.41047284
you,0.46906337
you,0.3334749
you,0.4096566
you,0.4407164
you,0.44372082
you,0.44500226
you,0.48758322
you,0.54055053
you,0.4387477
you,0.53523064
you,0.32201922
you,0.5170762
you,0.3970297
you,0.34964675
you,0.4938714
you,0.47383702
you,0.40398085
you,0.44600672
you,0.42850733
you,0.45737362
you,0.36125478
you,0.2744465
you,0.38997903
you,0.3432514
you,0.2979678
you,0.2263784
you,0.45524684
you,0.4879188
you,0.49489683
you,0.3286252
you,0.3040681
you,0.40280485
you,0.3268041
you,0.2942689
you,0.28445894
you,0.34948212
you,0.3416537
you,0.37407866
you,0.30353987
you,0.42567837
you,0.19706178
you,0.34137195
you,0.30622593
you,0.35796422
you,0.8899297
you,0.49886033
you,0.9001749
you,0.44115824
you,0.3465855
you,0.4818713
you,0.42741686
you,0.37423816
you,0.38880402
you,0.39159116
you,0.3374058
you,0.45430842
you,0.41150564
you,0.45707247
you,0.5279407
you,0.33080316
you,0.39697632
you,0.47614488
you,0.43729264
you,0.52091074
you,0.41920257
you,0.4170192
you,0.3990274
you,0.44477302
you,0.35249713
you,0.41155005
you,0.36455512
you,0.3732226
you,0.4219275
you,0.4215032
you,0.30548918
you,0.35675567
you,0.39488733
you,0.42337233
you,0.38322103
you,0.46406496
you,0.473294
you,0.5126883
you,0.49279392
you,0.48270684
you,0.4198586
you,0.39362484
you,0.35852814
you,0.36856788
you,0.47477525
you,0.47835958
you,0.47917074
you,0.38510078
you,0.43895867
you,0.35576355
you,0.48835224
you,0.42588872
you,0.39203906
you,0.40394318
you,0.4347654
you,0.32870996
you,0.45730126
you,0.28418523
you,0.3929355
you,0.43950617
you,0.37079152
you,0.39837503
you,0.40417856
you,0.36301613
you,0.4120228
you,0.34354317
you,0.4272226
you,0.37259018
you,0.28423026
you,0.33061296
you,0.3837768
you,0.28799808
you,0.33595815
you,0.3974846
you,0.47372735
you,0.5021905
you,0.3410874
you,0.3288228
you,0.42242402
you,0.33650446
you,0.3932436
you,0.3398171
you,0.3926981
you,0.3623494
you,0.36427164
you,0.4159091
you,0.4274493
you,0.29705518
you,0.41913205
you,0.35038453
you,0.2984128
you,0.44123262
you,0.9154699
you,0.37353492
you,0.3806373
you,0.4172027
you,0.38390473
you,0.3904186
you,0.4281389
you,0.39595795
you,0.34080762
you,0.42963547
you,0.38484114
you,0.41253456
you,0.45158187
you,0.35413015
you,0.37872356
you,0.456006
you,0.4302988
you,0.44672853
you,0.42124987
you,0.41061074
you,0.4048016
you,0.44870538
you,0.3555858
you,0.40822607
you,0.32643792
you,0.3271253
you,0.39236087
you,0.40643018
you,0.2858595
you,0.3176872
you,0.36104453
you,0.39579397
you,0.38434812
you,0.44279906
you,0.41790637
you,0.47404453
you,0.44496715
you,0.3896709
you,0.39243302
you,0.35884082
you,0.35023946
you,0.34973818
you,0.45475686
you,0.46398184
you,0.4983306
you,0.37951842
you,0.41955805
you,0.34218562
you,0.4514259
you,0.44102845
you,0.37613988
you,0.3951984
you,0.402258
you,0.3112768
you,0.4432915
you,0.2760315
you,0.358223
you,0.41848096
you,0.3770544
you,0.3797988
you,0.40833485
you,0.3276847
you,0.46923083
you,0.35538656
you,0.45901644
you,0.34912658
you,0.2957229
you,0.35472524
you,0.37175393
you,0.24633503
you,0.31429031
you,0.3677987
you,0.46060014
you,0.45275435
you,0.3453924
you,0.32840133
you,0.4064997
you,0.31749612
you,0.34355977
you,0.30639175
you,0.39258862
you,0.33430073
you,0.36207798
you,0.40117264
you,0.42112654
you,0.3189925
you,0.38848093
you,0.36486575
you,0.27996624
you,0.45605975
you,0.42138928
you,0.38242033
you,0.45811653
you,0.4812112
you,0.42127496
you,0.4412339
you,0.40311858
you,0.33502728
you,0.46071076
you,0.463196
you,0.5186404
you,0.5353861
you,0.44725963
you,0.4858178
you,0.4475143
you,0.48019296
you,0.47804806
you,0.42106462
you,0.40598053
you,0.50926006
you,0.49672797
you,0.35950857
you,0.41170096
you,0.3649434
you,0.41581285
you,0.43797112
you,0.42439368
you,0.38341355
you,0.37920606
you,0.4273405
you,0.50847375
you,0.43191135
you,0.5538215
you,0.4524346
you,0.46010327
you,0.4581967
you,0.48281425
you,0.4358889
you,0.45724738
you,0.5074117
you,0.26632005
you,0.55970883
you,0.5090858
you,0.5261029
you,0.52927756
you,0.4829818
you,0.42769194
you,0.4751629
you,0.50359243
you,0.45702606
you,0.5574709
you,0.5581767
you,0.37539846
you,0.52158487
you,0.29390645
you,0.43381512
you,0.4208576
you,0.40639824
you,0.5068086
you,0.41899812
you,0.3525496
you,0.5061587
you,0.44555566
you,0.4852875
you,0.345755
you,0.29655743
you,0.26615673
you,0.38431445
you,0.27510643
you,0.25039142
you,0.4547112
you,0.47815824
you,0.49295664
you,0.36772478
you,0.23715404
you,0.46787912
you,0.31086302
you,0.30296743
you,0.27423102
you,0.4165507
you,0.41752648
you,0.46382052
you,0.3690272
you,0.38556206
you,0.22619677
you,0.36684546
you,0.23490068
you,0.36532378
you,0.3927524
you,0.37277967
you,0.45465565
you,0.41187817
you,0.38814133
you,0.41590253
you,0.3899458
you,0.33714825
you,0.43898174
you,0.40828297
you,0.40398532
you,0.4634937
you,0.35411644
you,0.40109944
you,0.47806028
you,0.3987409
you,0.49340862
you,0.42821544
you,0.4334224
you,0.38845372
you,0.43318203
you,0.3502648
you,0.41508675
you,0.3468203
you,0.33497146
you,0.38985074
you,0.40002543
you,0.29323676
you,0.33319092
you,0.36943752
you,0.37648878
you,0.3932833
you,0.43679726
you,0.44926208
you,0.50374913
you,0.49239168
you,0.376211
you,0.4339664
you,0.365492
you,0.3295191
you,0.3610202
you,0.46426496
you,0.47468263
you,0.49324077
you,0.3985684
you,0.40888137
you,0.34123895
you,0.47695053
you,0.40024582
you,0.367737
you,0.40965372
you,0.38992518
you,0.2665392
you,0.44707197
you,0.25387374
you,0.3601653
you,0.44588378
you,0.37021595
you,0.39706895
you,0.38547274
you,0.32412037
you,0.44998586
you,0.35113025
you,0.4415871
you,0.37185648
you,0.2906909
you,0.36036032
you,0.3759832
you,0.29459476
you,0.2973196
you,0.35439622
you,0.46498096
you,0.4851358
you,0.3563727
you,0.34293747
you,0.40721038
you,0.3398432
you,0.34557316
you,0.33139184
you,0.40475172
you,0.36450016
you,0.36045304
you,0.4039838
you,0.43060803
you,0.34211013
you,0.41184437
you,0.36315483
you,0.28584707
you,0.36373353
you,0.82390064
you,0.3442842
you,0.3469185
you,0.2949715
you,0.3437069
you,0.3044219
you,0.33638948
you,0.36221194
you,0.41063213
you,0.4307031
you,0.35600555
you,0.38695776
you,0.4726674
you,0.45969072
you,0.4811083
you,0.3481186
you,0.35689312
you,0.44350582
you,0.45045054
you,0.2461895
you,0.3735775
you,0.4058398
you,0.429887
you,0.44771475
you,0.45679906
you,0.40649885
you,0.41322172
you,0.30228597
you,0.3816849
you,0.4787107
you,0.36580247
you,0.47490406
you,0.4768505
you,0.46376872
you,0.41284418
you,0.4394814
you,0.375849
you,0.28525427
you,0.34807473
you,0.43523514
you,0.4502322
you,0.4042858
you,0.36283803
you,0.42578483
you,0.39752966
you,0.37864995
you,0.32739538
you,0.37454635
you,0.47006077
you,0.3668579
you,0.22943462
you,0.3796959
you,0.2730115
you,0.44750488
you,0.38972238
you,0.48132515
you,0.37937862
you,0.41824043
you,0.33011687
you,0.40397447
you,0.39985833
you,0.39557445
you,0.43961155
you,0.25580314
you,0.3143184
you,0.39667094
you,0.33725664
you,0.42217776
you,0.23557961
you,0.40510267
you,0.48477346
you,0.1739166
you,0.3662186
you,0.44985545
you,0.33466604
you,0.36897248
you,0.3544555
you,0.38633096
you,0.3446416
you,0.36097354
you,0.35217783
you,0.42523888
you,0.33173156
you,0.45791435
you,0.3473967
you,0.25907838
you,0.41536403
you,0.24663725
you,0.31476042
you,0.343417
you,0.3700012
you,0.27391732
you,0.40210304
you,0.33481812
you,0.327936
you,0.3837039
you,0.865963
you,0.3647192
you,0.36027157
you,0.48608577
you,0.33708382
you,0.27142054
you,0.32076088
you,0.34595236
you,0.38552892
you,0.29728025
you,0.37488437
you,0.24850968
you,0.28783125
you,0.29973152
you,0.26657534
you,0.26051784
you,0.25692376
you,0.30366766
you,0.4585691
you,0.3246096
you,0.38856155
you,0.33426577
you,0.35727924
you,0.3749454
you,0.3313402
you,0.24605495
you,0.36174718
you,0.27630526
you,0.30049926
you,0.31432194
you,0.3464812
you,0.36764592
you,0.27798402
you,0.30362648
you,0.33304065
you,0.2919393
you,0.41633838
you,0.37357265
you,0.3415075
you,0.30940473
you,0.27245915
you,0.32858413
you,0.28348458
you,0.24794051
you,0.3348855
you,0.37650424
you,0.28563732
you,0.31676954
you,0.29692695
you,0.46694052
you,0.3012001
you,0.44499272
you,0.35032377
you,0.41280594
you,0.28480566
you,0.46151853
you,0.26014495
you,0.33047768
you,0.29825866
you,0.39476132
you,0.3646595
you,0.24197716
you,0.26620921
you,0.45059788
you,0.29594144
you,0.2840091
you,0.22891565
you,0.40512097
you,0.33595842
you,0.42109442
you,0.28607342
you,0.37378263
you,0.3004898
you,0.3703311
you,0.2943006
you,0.30563545
you,0.39870435
you,0.40224278
you,0.3674789
you,0.41012603
you,0.36802515
you,0.40034753
you,0.4484787
you,0.50069994
you,0.5143859
you,0.41451234
you,0.47971264
you,0.48714167
you,0.42273664
you,0.5002345
you,0.42257422
you,0.4420309
you,0.48381332
you,0.49132863
you,0.25567192
you,0.459622
you,0.43886203
you,0.44383487
you,0.44539574
you,0.46480006
you,0.44252154
you,0.40331164
you,0.39459848
you,0.40047008
you,0.4660902
you,0.42050946
you,0.5032964
you,0.50229275
you,0.5051949
you,0.4832403
you,0.4669432
you,0.43947208
you,0.32812154
you,0.4016155
you,0.5055636
you,0.49253786
you,0.4517733
you,0.4126157
you,0.44466463
you,0.45686337
you,0.4624112
you,0.441943
you,0.4245964
you,0.51326996
you,0.42380312
you,0.30372733
you,0.4078117
you,0.33411115
you,0.46645805
you,0.40397993
you,0.4206735
you,0.40747246
you,0.43429923
you,0.34925056
you,0.4711519
you,0.39210805
you,0.41627246
you,0.4833292
you,0.30004045
you,0.36108464
you,0.4364038
you,0.32373008
you,0.41219386
you,0.3136464
you,0.4099794
you,0.50608855
you,0.2187138
you,0.4291913
you,0.4836428
you,0.42143446
you,0.39325416
you,0.4267372
you,0.41822594
you,0.3937537
you,0.40031493
you,0.37669826
you,0.42050555
you,0.40508515
you,0.42709258
you,0.394788
you,0.3604779
you,0.43338424
you,0.44883072
you,0.4210269
you,0.6836562
you,0.4992361
you,0.5230701
you,0.5220687
you,0.51562655
you,0.26034746
you,0.5330571
you,0.42473823
you,0.32302052
you,0.4227416
you,0.4230573
you,0.38401607
you,0.4539997
you,0.49658275
you,0.38461187
you,0.4288977
you,0.39640126
you,0.45084688
you,0.40126097
you,0.430154
you,0.4322188
you,0.42797446
you,0.43772453
you,0.43298602
you,0.46122688
you,0.40072405
you,0.52533275
you,0.47963
you,0.4673878
you,0.42025042
you,0.48273614
you,0.40443847
you,0.34770602
you,0.3186269
you,0.50392276
you,0.4516027
you,0.503373
you,0.45294356
you,0.35223076
you,0.4245353
you,0.45796606
you,0.39194205
you,0.38326555
you,0.4504255
you,0.48287505
you,0.45039052
you,0.42660505
you,0.3715454
you,0.4337498
you,0.40352458
you,0.34916997
you,0.42285976
you,0.4102403
you,0.3692552
you,0.39621708
you,0.42039657
you,0.340755
you,0.36833167
you,0.2570367
you,0.35940662
you,0.3109076
you,0.27219635
you,0.23990452
you,0.36929885
you,0.43432823
you,0.44909042
you,0.32600677
you,0.35735247
you,0.33049923
you,0.39159077
you,0.27160147
you,0.30844495
you,0.39231643
you,0.3579147
you,0.33543357
you,0.32241926
you,0.36865538
you,0.22094768
you,0.3345564
you,0.29389983
you,0.33492893
you,0.8417502
you,0.8752269
you,0.33243352
you,0.5215921
you,0.39364564
you,0.43814963
you,0.4313481
you,0.36581904
you,0.42767504
you,0.4361199
you,0.32684225
you,0.44038257
you,0.3699998
you,0.40704107
you,0.45062983
you,0.4281286
you,0.3829145
you,0.46126896
you,0.43400645
you,0.4979067
you,0.48529553
you,0.4744447
you,0.45644975
you,0.47664776
you,0.47126687
you,0.46888816
you,0.51672566
you,0.43973982
you,0.48092481
you,0.44335926
you,0.45282206
you,0.34965664
you,0.40999794
you,0.4035765
you,0.37837446
you,0.30624354
you,0.4990635
you,0.426535
you,0.47124013
you,0.5535835
you,0.29239202
you,0.40937304
you,0.45133564
you,0.47139704
you,0.52699935
you,0.52372515
you,0.43930846
you,0.43360806
you,0.45549408
you,0.38875586
you,0.43221644
you,0.48781586
you,0.34151906
you,0.4908969
you,0.48142907
you,0.4371174
you,0.45244056
you,0.49173617
you,0.44093803
you,0.4288448
you,0.31986606
you,0.5477886
you,0.43809035
you,0.33938888
you,0.3123164
you,0.40020654
you,0.5056598
you,0.46979067
you,0.27543688
you,0.32903457
you,0.43140405
you,0.35611364
you,0.31536657
you,0.36611795
you,0.33204126
you,0.43120605
you,0.3271427
you,0.3406877
you,0.49016723
you,0.24922247
you,0.3704318
you,0.32846546
you,0.37864667
you,0.88021135
you,0.36334214
you,0.5676278
you,0.3818927
you,0.4218105
you,0.40625763
you,0.37820882
you,0.4117964
you,0.44884515
you,0.32471263
you,0.4397822
you,0.42030686
you,0.425009
you,0.45968235
you,0.4466344
you,0.44007254
you,0.47193336
you,0.40994537
you,0.45091158
you,0.46271703
you,0.49608463
you,0.46841186
you,0.4708016
you,0.4423489
you,0.46122056
you,0.4903382
you,0.4837294
you,0.48214737
you,0.45558786
you,0.46360028
you,0.35567212
you,0.42824817
you,0.40208167
you,0.39027768
you,0.31243777
you,0.54237497
you,0.39951825
you,0.4686736
you,0.52926815
you,0.31094882
you,0.41356054
you,0.47662055
you,0.49143484
you,0.5090013
you,0.49203378
you,0.46318856
you,0.46686405
you,0.4825258
you,0.37642145
you,0.40909702
you,0.44109702
you,0.34269854
you,0.4967713
you,0.48344737
you,0.42414176
you,0.477421
you,0.4497283
you,0.43027562
you,0.436811
you,0.2943253
you,0.5671714
you,0.41205108
you,0.29450235
you,0.31204247
you,0.3653406
you,0.49639344
you,0.49362534
you,0.29819107
you,0.3258078
you,0.40506798
you,0.29630405
you,0.2664091
you,0.32014763
you,0.3651753
you,0.4125381
you,0.35344434
you,0.35239476
you,0.43674856
you,0.29335362
you,0.3630203
you,0.34860957
you,0.3902154
you,0.33174253
you,0.5329534
you,0.40720218
you,0.44410306
you,0.45523423
you,0.4054414
you,0.4327932
you,0.4091392
you,0.3223065
you,0.42429057
you,0.3739074
you,0.39291683
you,0.44496346
you,0.44424966
you,0.4017738
you,0.47636938
you,0.4100314
you,0.45257923
you,0.44491446
you,0.47700018
you,0.47415692
you,0.46430182
you,0.49604946
you,0.46444768
you,0.47698706
you,0.4531533
you,0.46138048
you,0.42276898
you,0.42798722
you,0.39668578
you,0.44772333
you,0.4020658
you,0.34819978
you,0.30810627
you,0.49209234
you,0.4079023
you,0.4499039
you,0.47435075
you,0.32120523
you,0.4032582
you,0.46604764
you,0.4917316
you,0.49266547
you,0.51464915
you,0.44072133
you,0.46229666
you,0.45497635
you,0.37280166
you,0.41116115
you,0.4846561
you,0.3378455
you,0.50684214
you,0.47807175
you,0.44791344
you,0.43511528
you,0.46441418
you,0.41145444
you,0.43718094
you,0.2950499
you,0.55812347
you,0.44079798
you,0.34039447
you,0.3601857
you,0.36142284
you,0.49316555
you,0.4965603
you,0.24266113
you,0.35437185
you,0.43157393
you,0.3517187
you,0.27298725
you,0.36398196
you,0.37274313
you,0.4124105
you,0.35655418
you,0.33416522
you,0.4891675
you,0.26774067
you,0.35604036
you,0.34005648
you,0.34921294
you,0.4009521
you,0.38011503
you,0.43614805
you,0.47688258
you,0.25046822
you,0.41901225
you,0.33520037
you,0.25060838
you,0.2938757
you,0.3429416
you,0.30777764
you,0.45866802
you,0.49851328
you,0.41784915
you,0.46097848
you,0.30312482
you,0.3791498
you,0.32375062
you,0.3241745
you,0.39654332
you,0.36343163
you,0.40609682
you,0.35537398
you,0.36049926
you,0.29519486
you,0.41088885
you,0.34939206
you,0.33218735
you,0.40711713
you,0.42953926
you,0.43366838
you,0.20735744
you,0.17811888
you,0.37851983
you,0.36890543
you,0.36926913
you,0.32778
you,0.24658588
you,0.36446238
you,0.3946374
you,0.31776786
you,0.3167079
you,0.3461258
you,0.31352162
you,0.3392692
you,0.34309727
you,0.3490758
you,0.40052694
you,0.3118143
you,0.24203229
you,0.31228068
you,0.34623474
you,0.36829782
you,0.37180543
you,0.4403558
you,0.23910177
you,0.3243215
you,0.19561982
you,0.29216117
you,0.39198482
you,0.21919611
you,0.253894
you,0.26573914
you,0.2972738
you,0.34957987
you,0.206667
you,0.24543887
you,0.24314058
you,0.32021904
you,0.23902051
you,0.19892128
you,0.28172517
you,0.2386496
you,0.2228781
you,0.25965697
you,0.31726778
you,0.21614921
you,0.32300535
you,0.23856169
you,0.33288574
you,0.38668385
you,0.45380482
you,0.47401124
you,0.3915335
you,0.46951297
you,0.41639405
you,0.44514802
you,0.40370885
you,0.38665813
you,0.37786973
you,0.47470564
you,0.47059765
you,0.36084706
you,0.38513678
you,0.4495731
you,0.44948202
you,0.47812653
you,0.47458965
you,0.4204762
you,0.45340627
you,0.390464
you,0.51646084
you,0.4655742
you,0.49377218
you,0.41443434
you,0.44822934
you,0.41397774
you,0.48830855
you,0.4081725
you,0.36900258
you,0.41307908
you,0.37831765
you,0.48102567
you,0.48670793
you,0.46294105
you,0.4683072
you,0.36680865
you,0.41630912
you,0.49866697
you,0.48058444
you,0.5555954
you,0.47630358
you,0.5134349
you,0.3488307
you,0.46290377
you,0.41698873
you,0.5017855
you,0.5041133
you,0.47835135
you,0.48584294
you,0.5508248
you,0.39934593
you,0.50468534
you,0.52894795
you,0.47883517
you,0.43472695
you,0.3181456
you,0.47123647
you,0.39808977
you,0.32832277
you,0.42177188
you,0.4534083
you,0.54202294
you,0.49706978
you,0.29572442
you,0.4549247
you,0.44022256
you,0.3800069
you,0.38818908
you,0.35084164
you,0.49473143
you,0.41927528
you,0.43623435
you,0.39663237
you,0.43742985
you,0.32166338
you,0.42949098
you,0.3470535
you,0.4067499
you,0.70026195
you,0.72106564
you,0.39176416
you,0.7071057
you,0.53819
you,0.39497817
you,0.5585166
you,0.4328652
you,0.44079602
you,0.50921446
you,0.48152214
you,0.29371747
you,0.41552776
you,0.5613351
you,0.52886647
you,0.50092316
you,0.5072595
you,0.4221963
you,0.46906614
you,0.43349275
you,0.39763182
you,0.5119132
you,0.43708098
you,0.55158883
you,0.5743184
you,0.5243242
you,0.36217833
you,0.47731417
you,0.46125573
you,0.291141
you,0.3430308
you,0.47411597
you,0.47097668
you,0.50867
you,0.41978782
you,0.31384593
you,0.39636013
you,0.36697972
you,0.43666312
you,0.47373557
you,0.48608726
you,0.39827013
you,0.308466
you,0.4079501
you,0.47909436
you,0.3680637
you,0.40892845
you,0.3813039
you,0.3917115
you,0.3993249
you,0.2768888
you,0.46060753
you,0.4429828
you,0.37555245
you,0.38324487
you,0.31799793
you,0.31064868
you,0.42196485
you,0.3133881
you,0.22791307
you,0.30634576
you,0.3713799
you,0.34552974
you,0.3882198
you,0.2702871
you,0.42104524
you,0.40102512
you,0.2755509
you,0.3711456
you,0.33705118
you,0.33964786
you,0.38329232
you,0.3759721
you,0.4493856
you,0.3388274
you,0.3336404
you,0.36424434
you,0.37923598
you,0.8036318
you,0.35366893
